debtor_id,age,gender,region,original_amount,days_past_due,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,days_past_due_group,collection_rate,contact_efficiency
605,63,남성,의정부시,11634478,299,실패,0,11634478,전화,10,2,,553,5023,직장인,L0605,90일 이상,0.0,0.0
606,44,남성,청양군,1642562,307,실패,0,1642562,방문,10,1,,932,6106,직장인,L0606,90일 이상,0.0,0.0
607,65,남성,의왕시,29079695,150,성공,19821748,9257947,전화,7,0,99.0,496,3026,무직,L0607,90일 이상,0.6816353472758225,2831678.285714286
608,32,남성,금산군,38577503,56,성공,24741473,13836030,문자,2,0,28.0,740,4558,직장인,L0608,30일~90일,0.6413445940241389,12370736.5
609,37,남성,포천시,12240034,7,성공,11254530,985504,문자,1,0,2.0,536,3157,직장인,L0609,30일 미만,0.9194851909725087,11254530.0
610,57,여성,양주시,26195007,89,실패,0,26195007,문자,3,0,,699,2295,직장인,L0610,30일~90일,0.0,0.0
611,29,여성,단양군,43289078,233,성공,25389556,17899522,방문,9,1,180.0,766,2431,직장인,L0611,90일 이상,0.586511821757904,2821061.777777778
612,39,여성,부여군,5275188,167,성공,3039116,2236072,전화,7,0,26.0,407,2510,직장인,L0612,90일 이상,0.5761152019605746,434159.4285714286
613,48,여성,인제군,17400110,325,성공,15607624,1792486,전화,11,0,166.0,668,7620,직장인,L0613,90일 이상,0.8969842144676097,1418874.9090909092
614,48,남성,성남시 중원구,33088337,45,실패,0,33088337,전화,3,0,,643,4714,자영업,L0614,30일~90일,0.0,0.0
615,38,여성,춘천시,4632928,323,성공,4424999,207929,전화,12,2,117.0,762,5776,직장인,L0615,90일 이상,0.9551193111570048,368749.9166666667
616,30,남성,하남시,43035201,169,성공,32260720,10774481,전화,5,0,37.0,593,5974,직장인,L0616,90일 이상,0.749635629679062,6452144.0
617,66,여성,서천군,46192341,131,실패,0,46192341,방문,3,0,,655,3393,자영업,L0617,90일 이상,0.0,0.0
618,34,여성,수원시 팔달구,30232341,216,성공,25275194,4957147,전화,8,0,160.0,942,6493,직장인,L0618,90일 이상,0.8360316523288752,3159399.25
619,20,남성,고양시 일산서구,33894492,185,실패,0,33894492,전화,6,0,,914,6413,무직,L0619,90일 이상,0.0,0.0
620,30,남성,보령시,2231438,214,성공,1308397,923041,방문,8,0,42.0,441,3021,직장인,L0620,90일 이상,0.5863470103135288,163549.625
621,51,여성,강릉시,26081364,61,성공,20885395,5195969,전화,3,0,12.0,763,3797,직장인,L0621,30일~90일,0.8007784792237093,6961798.333333333
622,34,여성,수원시,40677177,292,실패,0,40677177,전화,11,0,,749,2250,직장인,L0622,90일 이상,0.0,0.0
623,47,여성,파주시,21995378,352,실패,0,21995378,방문,12,1,,522,7892,무직,L0623,90일 이상,0.0,0.0
624,57,여성,수원시 팔달구,44722474,146,실패,0,44722474,전화,5,0,,403,6425,직장인,L0624,90일 이상,0.0,0.0
625,28,여성,부천시 소사구,5428405,83,성공,4308512,1119893,문자,4,0,78.0,583,4236,직장인,L0625,30일~90일,0.7936975962552536,1077128.0
626,27,남성,청주시 서원구,19741379,279,실패,0,19741379,전화,8,1,,853,4859,직장인,L0626,90일 이상,0.0,0.0
627,39,남성,안양시 동안구,41829833,181,성공,34738415,7091418,방문,6,0,74.0,766,4963,직장인,L0627,90일 이상,0.8304698467239876,5789735.833333333
628,22,여성,안양시 동안구,1695659,230,실패,0,1695659,방문,9,1,,517,4333,직장인,L0628,90일 이상,0.0,0.0
629,43,남성,음성군,6689822,10,성공,3932277,2757545,전화,1,0,9.0,722,5794,직장인,L0629,30일 미만,0.5877999444529316,3932277.0
630,40,여성,횡성군,43014797,147,성공,22208031,20806766,전화,5,0,57.0,669,2783,자영업,L0630,90일 이상,0.5162881740439226,4441606.2
631,23,남성,남양주시,47953697,326,실패,0,47953697,전화,11,0,,482,7627,직장인,L0631,90일 이상,0.0,0.0
632,58,남성,가평군,47446459,269,실패,0,47446459,전화,10,1,,686,7243,직장인,L0632,90일 이상,0.0,0.0
633,32,남성,안양시,8380103,204,실패,0,8380103,전화,6,1,,481,4093,자영업,L0633,90일 이상,0.0,0.0
634,49,남성,삼척시,246458,299,실패,0,246458,방문,10,0,,460,6572,직장인,L0634,90일 이상,0.0,0.0
635,29,여성,보령시,37976660,323,실패,0,37976660,전화,11,0,,653,7697,직장인,L0635,90일 이상,0.0,0.0
636,30,남성,인제군,12574315,6,성공,6565017,6009298,문자,1,0,5.0,915,3793,직장인,L0636,30일 미만,0.5220973866170842,6565017.0
637,22,여성,파주시,18784829,197,실패,0,18784829,방문,7,1,,611,5886,무직,L0637,90일 이상,0.0,0.0
638,66,남성,원주시,35357037,118,성공,20158793,15198244,전화,5,0,44.0,702,4898,직장인,L0638,90일 이상,0.5701493878007934,4031758.6
639,53,여성,속초시,22307471,100,성공,16143404,6164067,전화,4,0,60.0,472,7686,자영업,L0639,90일 이상,0.7236770138578237,4035851.0
640,28,남성,용인시 기흥구,24364442,248,실패,0,24364442,방문,9,0,,564,4805,자영업,L0640,90일 이상,0.0,0.0
641,44,남성,천안시 서북구,30311702,34,성공,29106188,1205514,문자,2,0,30.0,775,4341,직장인,L0641,30일~90일,0.9602294189880859,14553094.0
642,32,남성,안산시,37703855,168,성공,27827355,9876500,전화,5,0,13.0,559,2175,직장인,L0642,90일 이상,0.7380506582151878,5565471.0
643,52,여성,과천시,24358671,111,성공,13979706,10378965,전화,4,0,44.0,410,7323,직장인,L0643,90일 이상,0.5739108673047064,3494926.5
644,55,여성,용인시,34341531,162,실패,0,34341531,전화,5,0,,756,5771,무직,L0644,90일 이상,0.0,0.0
645,45,남성,안성시,25905674,339,성공,13559367,12346307,방문,13,0,22.0,418,3367,직장인,L0645,90일 이상,0.523413017549746,1043028.2307692308
646,63,여성,용인시 수지구,48248644,282,실패,0,48248644,방문,10,2,,774,3510,직장인,L0646,90일 이상,0.0,0.0
647,51,남성,고성군,49389095,143,실패,0,49389095,전화,4,0,,857,6232,자영업,L0647,90일 이상,0.0,0.0
648,68,남성,부천시 원미구,34454370,350,실패,0,34454370,방문,13,4,,410,7634,직장인,L0648,90일 이상,0.0,0.0
649,51,여성,공주시,33395849,66,실패,0,33395849,문자,2,0,,626,5837,무직,L0649,30일~90일,0.0,0.0
650,39,여성,화성시,49612526,40,성공,39807678,9804848,문자,1,0,18.0,806,6456,직장인,L0650,30일~90일,0.8023715220627952,39807678.0
651,67,남성,진천군,18904108,239,실패,0,18904108,방문,10,1,,561,6861,직장인,L0651,90일 이상,0.0,0.0
652,69,남성,공주시,36265357,274,실패,0,36265357,전화,9,0,,577,2327,무직,L0652,90일 이상,0.0,0.0
653,52,여성,파주시,13225090,167,실패,0,13225090,전화,7,0,,539,4641,직장인,L0653,90일 이상,0.0,0.0
654,22,남성,안양시 동안구,28010707,166,성공,14554497,13456210,전화,7,0,122.0,875,2153,직장인,L0654,90일 이상,0.5196047711326958,2079213.857142857
655,63,남성,평창군,20123254,79,성공,13531977,6591277,문자,4,0,69.0,823,3736,자영업,L0655,30일~90일,0.6724547133381112,3382994.25
656,67,남성,양주시,31651691,339,실패,0,31651691,전화,13,1,,586,3696,직장인,L0656,90일 이상,0.0,0.0
657,60,남성,수원시 팔달구,19726891,359,실패,0,19726891,전화,12,0,,457,5101,무직,L0657,90일 이상,0.0,0.0
658,69,남성,의왕시,13015343,171,실패,0,13015343,전화,5,0,,947,5183,직장인,L0658,90일 이상,0.0,0.0
659,51,남성,진천군,31469490,296,실패,0,31469490,전화,12,3,,668,3052,자영업,L0659,90일 이상,0.0,0.0
660,59,여성,제천시,41896692,351,성공,38379899,3516793,방문,12,0,142.0,578,6064,직장인,L0660,90일 이상,0.9160603658159933,3198324.9166666665
661,48,여성,화성시,6277652,15,성공,4391699,1885953,전화,1,0,4.0,577,2757,자영업,L0661,30일 미만,0.6995766888639255,4391699.0
662,62,남성,속초시,28139218,14,성공,26241489,1897729,문자,1,0,5.0,824,6467,직장인,L0662,30일 미만,0.932559284341164,26241489.0
663,55,남성,군포시,14976763,113,실패,0,14976763,방문,4,0,,623,7365,직장인,L0663,90일 이상,0.0,0.0
664,35,남성,영월군,18158280,97,성공,9452273,8706007,전화,4,0,7.0,704,7843,직장인,L0664,90일 이상,0.5205489176287622,2363068.25
665,44,여성,부천시 오정구,33659204,23,성공,19411780,14247424,문자,1,0,13.0,812,7025,무직,L0665,30일 미만,0.5767153614209058,19411780.0
666,26,남성,하남시,6235123,353,실패,0,6235123,전화,13,1,,912,3960,자영업,L0666,90일 이상,0.0,0.0
667,41,남성,제천시,2428999,141,실패,0,2428999,전화,5,0,,860,2360,직장인,L0667,90일 이상,0.0,0.0
668,38,남성,김포시,26887586,296,실패,0,26887586,방문,10,1,,468,4804,자영업,L0668,90일 이상,0.0,0.0
669,49,여성,천안시 서북구,8721463,81,성공,5538633,3182830,문자,5,2,1.0,807,7742,직장인,L0669,30일~90일,0.6350577878963656,1107726.6
670,54,남성,정선군,16260809,102,실패,0,16260809,전화,3,0,,684,3223,직장인,L0670,90일 이상,0.0,0.0
671,64,남성,안산시 상록구,13223583,257,실패,0,13223583,방문,11,5,,548,6305,자영업,L0671,90일 이상,0.0,0.0
672,57,남성,시흥시,2318362,172,실패,0,2318362,전화,7,0,,524,2917,직장인,L0672,90일 이상,0.0,0.0
673,49,남성,파주시,33709029,296,실패,0,33709029,방문,11,0,,709,4472,직장인,L0673,90일 이상,0.0,0.0
674,33,여성,용인시,44744329,64,성공,30472205,14272124,문자,3,0,29.0,418,5023,직장인,L0674,30일~90일,0.6810294328025346,10157401.666666666
675,34,남성,공주시,12050487,41,성공,10849832,1200655,문자,1,0,1.0,848,4394,직장인,L0675,30일~90일,0.9003646076710426,10849832.0
676,20,남성,논산시,34099959,80,실패,0,34099959,전화,3,0,,493,2946,직장인,L0676,30일~90일,0.0,0.0
677,51,여성,강릉시,48335266,313,실패,0,48335266,전화,11,0,,804,5516,직장인,L0677,90일 이상,0.0,0.0
678,24,남성,당진시,25402021,233,실패,0,25402021,전화,7,0,,638,6885,자영업,L0678,90일 이상,0.0,0.0
679,24,여성,부여군,27153803,59,실패,0,27153803,문자,2,0,,531,2952,직장인,L0679,30일~90일,0.0,0.0
680,28,남성,원주시,49166780,14,성공,39670053,9496727,문자,2,0,6.0,900,3194,무직,L0680,30일 미만,0.8068466757432559,19835026.5
681,41,남성,남양주시,30430363,175,성공,28830018,1600345,방문,5,0,120.0,420,2735,자영업,L0681,90일 이상,0.9474095987616054,5766003.6
682,50,남성,안산시 상록구,46766829,278,실패,0,46766829,방문,9,0,,500,5673,무직,L0682,90일 이상,0.0,0.0
683,62,여성,과천시,13217601,325,실패,0,13217601,방문,11,0,,591,5050,무직,L0683,90일 이상,0.0,0.0
684,54,여성,서산시,17385369,92,성공,11311283,6074086,방문,4,0,41.0,819,4276,무직,L0684,90일 이상,0.6506208179993188,2827820.75
685,66,여성,양평군,13058550,92,실패,0,13058550,방문,4,0,,756,4118,직장인,L0685,90일 이상,0.0,0.0
686,39,남성,안산시,30299043,119,성공,28019525,2279518,방문,4,0,114.0,831,5402,직장인,L0686,90일 이상,0.9247660066359191,7004881.25
687,62,남성,과천시,508251,143,실패,0,508251,전화,5,0,,846,5398,자영업,L0687,90일 이상,0.0,0.0
688,64,남성,의왕시,6115679,257,성공,4428641,1687038,전화,9,2,27.0,841,5863,자영업,L0688,90일 이상,0.7241454301313067,492071.22222222225
689,31,여성,고양시 일산서구,32248782,117,실패,0,32248782,전화,6,0,,882,5606,자영업,L0689,90일 이상,0.0,0.0
690,42,남성,오산시,18537799,53,성공,12337294,6200505,문자,2,0,8.0,835,6790,직장인,L0690,30일~90일,0.6655209715026039,6168647.0
691,34,여성,여주시,26204226,125,실패,0,26204226,전화,4,0,,532,6145,직장인,L0691,90일 이상,0.0,0.0
692,64,여성,청주시 상당구,49066132,101,실패,0,49066132,전화,3,0,,909,7373,직장인,L0692,90일 이상,0.0,0.0
693,29,여성,홍성군,45065541,152,실패,0,45065541,방문,5,0,,893,3698,직장인,L0693,90일 이상,0.0,0.0
694,31,여성,부천시 원미구,19788765,194,성공,12104961,7683804,방문,6,0,92.0,408,3574,직장인,L0694,90일 이상,0.611708765049259,2017493.5
695,47,여성,아산시,2332538,96,실패,0,2332538,전화,5,0,,492,6522,직장인,L0695,90일 이상,0.0,0.0
696,46,남성,안산시,41389545,177,실패,0,41389545,방문,7,1,,489,4322,직장인,L0696,90일 이상,0.0,0.0
697,22,여성,성남시 분당구,9396816,203,실패,0,9396816,방문,5,0,,805,4258,직장인,L0697,90일 이상,0.0,0.0
698,57,남성,수원시 영통구,24564943,196,실패,0,24564943,방문,8,2,,936,5483,직장인,L0698,90일 이상,0.0,0.0
699,29,남성,옥천군,45863087,357,실패,0,45863087,방문,13,1,,625,6149,자영업,L0699,90일 이상,0.0,0.0
700,53,남성,보은군,43534316,198,성공,30632922,12901394,전화,6,0,133.0,784,3299,직장인,L0700,90일 이상,0.7036500125556124,5105487.0
